0.000000000000000000e+00,-2.012151000000000067e+03,-3.814499999999999886e+02,6.316614999999999782e+03,5.400336000000000247e+00,-5.916813999999999574e+00,1.362964999999999982e+00
3.000000000000000000e+01,-1.848947850122204954e+03,-5.586859541948023207e+02,6.353635448347558849e+03,5.478765574348472889e+00,-5.897717189053464537e+00,1.104824979242068572e+00
6.000000000000000000e+01,-1.683492147811582981e+03,-7.352412802374242347e+02,6.382892152056962004e+03,5.550487440142512163e+00,-5.871445812916177509e+00,8.454503594699280811e-01
9.000000000000000000e+01,-1.515986731015858140e+03,-9.109014547275428413e+02,6.404354231776249435e+03,5.615397104668039319e+00,-5.838050150043001985e+00,5.852519481784110855e-01
1.200000000000000000e+02,-1.346637335251192326e+03,-1.085453705035934036e+03,6.418003146100423692e+03,5.673405933582903238e+00,-5.797596593568918877e+00,3.246412264708436468e-01
1.500000000000000000e+02,-1.175652114304561110e+03,-1.258687488148786088e+03,6.423832690115968944e+03,5.724441373016981416e+00,-5.750167331255572556e+00,6.402890663778146307e-02
1.800000000000000000e+02,-1.003241155565791928e+03,-1.430394958699050221e+03,6.421848950889986554e+03,5.768447085426937626e+00,-5.695859945268749946e+00,-1.961764940319932760e-01
2.100000000000000000e+02,-8.296159925784864981e+02,-1.600371423836296799e+03,6.412070220546611381e+03,5.805382999221986751e+00,-5.634786935674135577e+00,-4.555700528885062717e-01
2.400000000000000000e+02,-6.549891173860318077e+02,-1.768415782713456338e+03,6.394526867876992583e+03,5.835225273007908164e+00,-5.567075172213811207e+00,-7.137518051028213240e-01
2.700000000000000000e+02,-4.795734952113497229e+02,-1.934330948514989132e+03,6.369261169718563906e+03,5.857966176101162326e+00,-5.492865279533247325e+00,-9.703280610186831856e-01
3.000000000000000000e+02,-3.035820839485964484e+02,-2.097924251113596256e+03,6.336327103611600251e+03,5.873613887541469403e+00,-5.412310961380960350e+00,-1.224912668885074885e+00
3.300000000000000000e+02,-1.272273608853562621e+02,-2.259007818598302038e+03,6.295790103498483404e+03,5.882192216036314036e+00,-5.325578269285154320e+00,-1.477128214731395772e+00
3.600000000000000000e+02,4.927914110955252625e+01,-2.417398936182058605e+03,6.247726780444936594e+03,5.883740249531445698e+00,-5.232844826816056560e+00,-1.726607153265964145e+00
3.900000000000000000e+02,2.257272857723627340e+02,-2.572920381149545392e+03,6.192224610570640834e+03,5.878311930714962052e+00,-5.134299008564613409e+00,-1.972992861829223621e+00
4.200000000000000000e+02,4.019087719085761705e+02,-2.725400732642695402e+03,6.129381592576201911e+03,5.865975568330746626e+00,-5.030139085569583557e+00,-2.215940612682296251e+00
4.500000000000000000e+02,5.776175562983867167e+02,-2.874674655391875149e+03,6.059305877383260849e+03,5.846813289305649697e+00,-4.920572343892676059e+00,-2.455118459125833486e+00
4.800000000000000000e+02,7.526502593445328557e+02,-3.020583156685409904e+03,5.982115372530235618e+03,5.820920437107671930e+00,-4.805814183116628335e+00,-2.690208031825572998e+00
5.100000000000000000e+02,9.268065519387522500e+02,-3.162973816080132110e+03,5.897937324059399543e+03,5.788404922317472057e+00,-4.686087201739359998e+00,-2.920905242706467231e+00
5.400000000000000000e+02,1.099889522208852441e+03,-3.301700987565442574e+03,5.806907878694481042e+03,5.749386531852779036e+00,-4.561620276505736982e+00,-3.146920894843464378e+00
5.700000000000000000e+02,1.271706021001525642e+03,-3.436625974099468294e+03,5.709171629141752419e+03,5.703996203162900791e+00,-4.432647642272873334e+00,-3.367981197612140765e+00
6.000000000000000000e+02,1.442066985144185765e+03,-3.567617174627716849e+03,5.604881145357559035e+03,5.652375269774774225e+00,-4.299407978734942404e+00,-3.583828187249824104e+00
6.300000000000000000e+02,1.610787737733562835e+03,-3.694550203890301873e+03,5.494196494599631478e+03,5.594674685231577627e+00,-4.162143510548902192e+00,-3.794220054279662246e+00
6.600000000000000000e+02,1.777688264882702470e+03,-3.817307985492430362e+03,5.377284753039153657e+03,5.531054230689738560e+00,-4.021099125608976976e+00,-3.998931379026622768e+00
6.900000000000000000e+02,1.942593468537027775e+03,-3.935780818868440292e+03,5.254319511649280685e+03,5.461681713026530716e+00,-3.876521517242817794e+00,-4.197753278223422591e+00
7.200000000000000000e+02,2.105333395166010632e+03,-4.049866420930084587e+03,5.125480378988249868e+03,5.386732159395859476e+00,-3.728658355030804561e+00,-4.390493466030424230e+00
7.500000000000000000e+02,2.265743440306886441e+03,-4.159469943319953018e+03,4.990952483389393819e+03,5.306387013673821151e+00,-3.577757488279829090e+00,-4.576976233209673950e+00
7.800000000000000000e+02,2.423664529096735350e+03,-4.264503966305348513e+03,4.850925976949559299e+03,5.220833340126469047e+00,-3.424066185840192400e+00,-4.757042348852810854e+00
8.100000000000000000e+02,2.578943273086482805e+03,-4.364888470452664478e+03,4.705595543566366359e+03,5.130263039326291796e+00,-3.267830415465089899e+00,-4.930548889569042359e+00
8.400000000000000000e+02,2.731432103771949642e+03,-4.460550787307749488e+03,4.555159913124713057e+03,5.034872080734651867e+00,-3.109294165219723904e+00,-5.097369001211855988e+00
8.700000000000000000e+02,2.880989383404308683e+03,-4.551425530375840026e+03,4.399821383775589311e+03,4.934859756077673687e+00,-2.948698809023952094e+00,-5.257391598607036975e+00
9.000000000000000000e+02,3.027479493760234163e+03,-4.637454507749919685e+03,4.239785354082541744e+03,4.830427957181492538e+00,-2.786282517881399468e+00,-5.410521008924793485e+00
9.300000000000000000e+02,3.170772903654300535e+03,-4.718586617774735714e+03,4.075259866640873952e+03,4.721780481446465672e+00,-2.622279717827258771e+00,-5.556676564419261055e+00
9.600000000000000000e+02,3.310746216065090721e+03,-4.794777729157804060e+03,3.906455164601801698e+03,4.609122367713736068e+00,-2.456920595175682287e+00,-5.695792150331310921e+00
9.900000000000000000e+02,3.447282195822503581e+03,-4.865990546949567033e+03,3.733583262359845321e+03,4.492659264810549224e+00,-2.290430649193866852e+00,-5.827815713708423218e+00
1.020000000000000000e+03,3.580269778864792897e+03,-4.932194465811863665e+03,3.556857531491435566e+03,4.372596834602341609e+00,-2.123030291909783429e+00,-5.952708738783990761e+00
1.050000000000000000e+03,3.709604064123579064e+03,-4.993365411980230419e+03,3.376492302863798614e+03,4.249140191005999156e+00,-1.954934494420404345e+00,-6.070445694484623900e+00
1.080000000000000000e+03,3.835186289131740068e+03,-5.049485675300876210e+03,3.192702485669816724e+03,4.122493375972140051e+00,-1.786352478704062774e+00,-6.181013459396220711e+00
1.110000000000000000e+03,3.956923790473806548e+03,-5.100543732688903219e+03,3.005703203987638517e+03,3.992858873081610138e+00,-1.617487453655598983e+00,-6.284410729317970734e+00
1.140000000000000000e+03,4.074729950212383301e+03,-5.146534064311904331e+03,2.815709451313841782e+03,3.860437159031646193e+00,-1.448536393796638233e+00,-6.380647412250310069e+00
1.170000000000000000e+03,4.188524129427250955e+03,-5.187456963753155833e+03,2.622935763378106458e+03,3.725426292965756669e+00,-1.279689858898022337e+00,-6.469744015381037272e+00
1.200000000000000000e+03,4.298231589998208619e+03,-5.223318343353137607e+03,2.427595909414532798e+03,3.588021543311755046e+00,-1.111131852574025913e+00,-6.551731028337237639e+00
1.230000000000000000e+03,4.403783405748324185e+03,-5.254129535867466075e+03,2.229902601941939793e+03,3.448415051515805629e+00,-9.430397177575525758e-01,-6.626648306629416396e+00
1.260000000000000000e+03,4.505116364042414716e+03,-5.279907093514944791e+03,2.030067224992469846e+03,3.306795531831332013e+00,-7.755840668585095576e-01,-6.694544458891764194e+00
1.290000000000000000e+03,4.602172858907047157e+03,-5.300672585422179509e+03,1.828299580625038288e+03,3.163348006107999932e+00,-6.089287443257969112e-01,-6.755476241165657925e+00
1.320000000000000000e+03,4.694900776704168493e+03,-5.316452394402115715e+03,1.624807653467621776e+03,3.018253572360821035e+00,-4.432308192899891974e-01,-6.809507961153784983e+00
1.350000000000000000e+03,4.783253375351538125e+03,-5.327277513933755472e+03,1.419797392949627010e+03,2.871689205749509366e+00,-2.786406059413539804e-01,-6.856710895030232678e+00
1.380000000000000000e+03,4.867189158040237999e+03,-5.333183346139960122e+03,1.213472512812955301e+03,2.723827590481355365e+00,-1.153017093026230122e-01,-6.897162719068350434e+00
1.410000000000000000e+03,4.946671742353491027e+03,-5.334209501490382536e+03,1.006034307427243448e+03,2.574836981058695518e+00,4.664890591782946960e-02,-6.930946958032463634e+00
1.440000000000000000e+03,5.021669725642544108e+03,-5.330399600887773886e+03,7.976814843809816011e+02,2.424881091224667884e+00,2.070808256610561782e-01,-6.958152451978388164e+00
1.470000000000000000e+03,5.092156547465319818e+03,-5.321801080728740089e+03,5.886100127750881938e+02,2.274119008917361739e+00,3.658700782471001611e-01,-6.978872842826670642e+00
1.500000000000000000e+03,5.158110349842392679e+03,-5.308465001464962370e+03,3.790129866087067967e+02,2.122705135516822939e+00,5.228990096295984547e-01,-6.993206081802290086e+00
1.530000000000000000e+03,5.219513836033250300e+03,-5.290445860128252207e+03,1.690805026179305344e+02,1.970789147663711827e+00,6.780561442185222276e-01,-7.001253958587537518e+00
1.560000000000000000e+03,5.276354128484250396e+03,-5.267801407222931630e+03,-4.100044809370061216e+01,1.818515979937586735e+00,8.312360332177010092e-01,-7.003121652802186681e+00
1.590000000000000000e+03,5.328622626548711196e+03,-5.240592468332202770e+03,-2.510460753093510959e+02,1.666025826707751678e+00,9.823390923204066150e-01,-6.998917308217691868e+00
1.620000000000000000e+03,5.376314864529411352e+03,-5.208882770731447636e+03,-4.608758725233824407e+02,1.513454161505553230e+00,1.131271430498042241e+00,-6.988751629919960351e+00
1.650000000000000000e+03,5.419430370544957441e+03,-5.172738775251033076e+03,-6.703126880256942286e+02,1.360931772313711541e+00,1.277944671505606422e+00,-6.972737504463689895e+00
1.680000000000000000e+03,5.457972526674157052e+03,-5.132229513584175947e+03,-8.791827849343732169e+02,1.208584811223554656e+00,1.422275769614675500e+00,-6.950989642908494304e+00
1.710000000000000000e+03,5.491948430786953395e+03,-5.087426431191796837e+03,-1.087315890859750652e+03,1.056534856973207148e+00,1.564186820971606551e+00,-6.923624246492261491e+00
1.740000000000000000e+03,5.521368760426891640e+03,-5.038403235916031008e+03,-1.294545237873828000e+03,9.048989889473718629e-01,1.703604871866716497e+00,-6.890758694579789179e+00
1.770000000000000000e+03,5.546247639068556055e+03,-4.985235752377173412e+03,-1.500707593446617011e+03,7.537898712909721910e-01,1.840461725090377865e+00,-6.852511254423662379e+00
1.800000000000000000e+03,5.566602505034125898e+03,-4.928001782195139640e+03,-1.705643282995725485e+03,6.033158458633297583e-01,1.974693745445144311e+00,-6.809000812188720886e+00
1.830000000000000000e+03,5.582453983316095218e+03,-4.866780970046017501e+03,-1.909196204677962896e+03,4.535810328356251753e-01,2.106241665379947392e+00,-6.760346624620134470e+00
1.860000000000000000e+03,5.593825760518463539e+03,-4.801654675536809918e+03,-2.111213837032225911e+03,3.046854378111726325e-01,2.235050391613585319e+00,-6.706668090677031735e+00
1.890000000000000000e+03,5.600744463096240906e+03,-4.732705850856844336e+03,-2.311547240061876892e+03,1.567250644246279134e-01,2.361068813520672549e+00,-6.648084542407714181e+00
1.920000000000000000e+03,5.603239539042902834e+03,-4.660018924142518699e+03,-2.510051050322550054e+03,9.792031451989022250e-03,2.484249613964204961e+00,-6.584715054307594073e+00
1.950000000000000000e+03,5.601343143147558294e+03,-4.583679688472762791e+03,-2.706583470558169665e+03,-1.360253064625766839e-01,2.604549083175153434e+00,-6.516678270376084825e+00
1.980000000000000000e+03,5.595090025917806088e+03,-4.503775196395778039e+03,-2.901006254404167066e+03,-2.806422352848672030e-01,2.721926936201178648e+00,-6.444092248072704976e+00
2.010000000000000000e+03,5.584517426240682653e+03,-4.420393659873089746e+03,-3.093184686652780329e+03,-4.239775560258235432e-01,2.836346134373652461e+00,-6.367074318364602803e+00
2.040000000000000000e+03,5.569664967832562979e+03,-4.333624355514452873e+03,-3.282987559551038885e+03,-5.659534578189084897e-01,2.947772711174742266e+00,-6.285740961056660581e+00
2.070000000000000000e+03,5.550574559509254868e+03,-4.243557534966683306e+03,-3.470287145577828142e+03,-7.064953902609661940e-01,3.056175602824159121e+00,-6.200207694600371688e+00
2.100000000000000000e+03,5.527290299289839822e+03,-4.150284340310732659e+03,-3.654959167122467989e+03,-8.455319355772008549e-01,3.161526483848320801e+00,-6.110588979587983971e+00
2.130000000000000000e+03,5.499858382331837674e+03,-4.053896724314260155e+03,-3.836882763463639549e+03,-9.829946811136174301e-01,3.263799607842813977e+00,-6.016998135153191818e+00
2.160000000000000000e+03,5.468327012681009364e+03,-3.954487375381324910e+03,-4.015940455424401080e+03,-1.118818092606414849e+00,3.362971653592075061e+00,-5.919547267518227684e+00
2.190000000000000000e+03,5.432746318806366617e+03,-3.852149647036563692e+03,-4.192018108056555320e+03,-1.252939388627415607e+00,3.459021576667878239e+00,-5.818347209948893983e+00
